"","요일","사고내용","법규위반","노면상태","기상상태","도로형태","가해운전자_차종","가해운전자_성별","가해운전자_연령","행정동","발생월","발생시간"
"254","월요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",37,"원천동",1,9
"255","월요일",0,"안전거리미확보","포장 - 습기","맑음","단일로 - 기타","건설기계","남",55,"인계동",1,14
"256","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","특수","남",36,"고색동",1,14
"257","월요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",35,"화서동",1,18
"258","월요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",56,"정자동",1,18
"259","월요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",28,"화서동",1,19
"260","월요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",58,"고색동",1,19
"261","월요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",31,"천천동",1,20
"263","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","화물","남",47,"조원동",1,1
"264","화요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",43,"우만동",1,8
"265","화요일",0,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",48,"율전동",1,8
"266","화요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","화물","남",42,"이의동",1,10
"267","화요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",33,"매탄동",1,10
"268","화요일",1,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승합","남",55,"원천동",1,10
"269","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승합","남",59,"매산로1가",1,13
"270","화요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",54,"우만동",1,15
"271","화요일",0,"차로위반","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",33,"매탄동",1,16
"272","화요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",35,"우만동",1,18
"273","화요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승합","남",48,"영화동",1,19
"274","화요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",25,"영통동",1,19
"275","화요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승용","남",61,"영통동",1,22
"276","화요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",48,"인계동",1,23
"277","화요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",63,"매산로1가",1,23
"278","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",35,"정자동",1,2
"279","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",63,"원천동",1,4
"280","수요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",52,"세류동",1,6
"281","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",58,"매탄동",1,8
"282","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",37,"권선동",1,8
"283","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",40,"연무동",1,9
"284","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"서둔동",1,9
"285","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","화물","남",55,"인계동",1,10
"286","수요일",1,"중앙선침범","포장 - 건조","맑음","교차로 - 교차로부근","승합","남",55,"이의동",1,10
"287","수요일",1,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","여",47,"지동",1,10
"288","수요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",51,"매산로2가",1,10
"289","수요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",32,"화서동",1,15
"290","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",47,"파장동",1,18
"291","수요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",40,"지동",1,18
"292","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",39,"원천동",1,19
"293","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",22,"매탄동",1,20
"294","수요일",1,"보행자보호의무위반","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",34,"세류동",1,20
"295","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",47,"정자동",1,21
"296","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",34,"원천동",1,21
"297","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",46,"인계동",1,21
"298","수요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",47,"망포동",1,21
"299","수요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",63,"교동",1,21
"300","수요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",39,"정자동",1,23
"302","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",28,"권선동",1,2
"303","목요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",37,"정자동",1,3
"304","목요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",38,"우만동",1,6
"305","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",44,"송죽동",1,7
"306","목요일",1,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",55,"우만동",1,12
"308","목요일",0,"기타","포장 - 건조","맑음","단일로 - 기타","승합","남",51,"천천동",1,16
"309","목요일",1,"교차로운행방법위반","포장 - 건조","흐림","교차로 - 교차로부근","승합","남",62,"파장동",1,18
"310","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","자전거","남",13,"율전동",1,18
"311","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",39,"율전동",1,18
"312","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",26,"권선동",1,18
"314","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",80,"세류동",1,19
"315","목요일",1,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",41,"입북동",1,19
"316","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",59,"구운동",1,19
"317","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",45,"신동",1,20
"318","목요일",1,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","남",64,"신동",1,20
"319","목요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승합","남",54,"팔달로1가",1,22
"320","목요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","승용","남",38,"영통동",1,23
"321","목요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",42,"이의동",1,23
"322","금요일",1,"안전운전불이행","포장 - 건조","흐림","단일로 - 기타","승용","남",31,"연무동",1,7
"323","금요일",0,"안전거리미확보","포장 - 건조","맑음","단일로 - 기타","승용","여",55,"화서동",1,8
"324","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",46,"조원동",1,9
"325","금요일",1,"안전운전불이행","포장 - 건조","맑음","기타 - 기타","승용","여",35,"정자동",1,9
"326","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",28,"인계동",1,9
"327","금요일",1,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","남",43,"세류동",1,10
"328","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",57,"천천동",1,11
"329","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","여",69,"망포동",1,11
"330","금요일",0,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","농기계","여",62,"팔달로3가",1,12
"331","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",56,"파장동",1,13
"332","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승합","남",58,"정자동",1,14
"333","금요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",58,"연무동",1,14
"334","금요일",0,"안전운전불이행","포장 - 습기","맑음","단일로 - 기타","승용","여",19,"영통동",1,14
"335","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","여",55,"세류동",1,15
"336","금요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",50,"영통동",1,16
"337","금요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","승용","여",37,"이의동",1,16
"338","금요일",1,"차로위반","포장 - 건조","맑음","단일로 - 기타","승용","남",74,"이의동",1,16
"339","금요일",1,"신호위반","포장 - 건조","맑음","교차로 - 교차로안","승용","남",31,"정자동",1,18
"340","금요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","승용","남",55,"인계동",1,18
"342","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",34,"파장동",1,1
"343","토요일",1,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","남",61,"정자동",1,5
"344","토요일",0,"교차로운행방법위반","포장 - 건조","맑음","교차로 - 교차로안","자전거","남",71,"정자동",1,8
"345","토요일",1,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",59,"권선동",1,9
"346","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",27,"매탄동",1,13
"347","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","원동기","남",18,"이의동",1,15
"348","토요일",0,"중앙선침범","포장 - 건조","맑음","단일로 - 기타","승용","남",44,"화서동",1,15
"349","토요일",0,"안전거리미확보","포장 - 건조","맑음","교차로 - 교차로부근","화물","남",55,"서둔동",1,15
"351","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",39,"인계동",1,18
"352","토요일",1,"안전운전불이행","포장 - 건조","맑음","미분류 - 미분류","화물","남",24,"서둔동",1,18
"353","토요일",0,"안전운전불이행","포장 - 건조","맑음","교차로 - 교차로안","이륜","남",29,"구운동",1,18
"354","토요일",0,"보행자보호의무위반","포장 - 건조","맑음","단일로 - 횡단보도상","승용","남",45,"북수동",1,20
"355","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",40,"영화동",1,20
"356","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",31,"인계동",1,21
"357","토요일",0,"안전운전불이행","포장 - 건조","맑음","단일로 - 기타","승용","남",33,"권선동",1,22
